gene_short_name	Day08_BR1	Day08_BR2	Day08_BR3	Day08_BR4
Migut.D00425	242.873308	28.08659641	882.2045502	881.8099074
Migut.D00425	242.873308	28.08659641	882.2045502	881.8099074
Migut.D00425	242.873308	28.08659641	882.2045502	881.8099074
Migut.D00425	242.873308	28.08659641	882.2045502	881.8099074
Migut.I00581	700.269135	447.1612369	351.0915709	321.1271428
Migut.E00003	383.5518731	204.673711	441.919803	453.9243703
Migut.G00513	312.3980893	46.73176254	504.2856151	482.4265181
Migut.A00993	144.953044	171.8818408	97.270627	70.39675168
Migut.G00766	186.4761968	36.83042914	334.1683034	316.1866323
Migut.D00033	35.70690416	29.29723183	54.12165778	58.54345876
Migut.M01476	694.0046682	882.4910049	571.1420066	573.8506356
Migut.H02543	151.1836185	70.43932117	101.6723621	106.1537464
Migut.N01866	497.9457353	535.2989649	487.6986207	467.0523363
Migut.J01863	119.4583249	83.35314112	114.0968089	107.4972515
Migut.A00793	162.1738777	172.6263987	76.1745945	79.06928861
Migut.K01414	72.29382824	69.9165744	81.44294468	77.15771362
Migut.N00262	31.00300788	8.618521746	73.10514496	83.93959499
Migut.E01289	39.64997686	6.7832944	23.3024978	22.03225888
Migut.J01121	106.6997181	100.1979425	75.13138407	67.53430427
Migut.J01722	43.40118192	55.03075384	15.90695444	18.31178136
Migut.F01730	163.5929467	155.2787836	66.78660803	54.81133178
Migut.I00055	49.95369556	105.5923096	8.84633687	11.62031045
Migut.F00962	106.5990806	88.93230754	120.0806467	130.9547076
Migut.F00960	157.9066243	163.4395025	59.17648315	70.49498821
Migut.I00451	200.7804299	99.69251169	238.8544975	224.6251368
Migut.N01875	2219.32673	2345.19306	2325.905009	2398.516052
Migut.B01434	29.42443917	47.42006349	22.37620514	25.17917194
Migut.G00700	100.1948944	111.0084522	83.56946366	79.76423532
Migut.N02035	8.453762189	0	35.4154529	35.86836285
Migut.C00588	41.29350785	59.49965629	19.81559618	22.75250488
Migut.H00578	33.39834804	17.24954051	41.22831452	35.57848054
Migut.C00589	38.48649254	70.42994806	20.72687835	30.18912943
Migut.F00907	535.0612442	418.5612276	481.3819094	519.7974761
Migut.D00426	397.3913338	63.19874383	1160.96641	1076.635655
Migut.D00426	397.3913338	63.19874383	1160.96641	1076.635655
Migut.O00476	9.129139299	0	37.59259576	30.019945
Migut.G00511	102.8387399	23.71904668	168.6376963	146.6393792
Migut.N02793	893.966438	1022.977393	776.4077473	736.9220035
Migut.E01459	186.7472699	23.28180693	332.4002327	311.7005406
Migut.B01431	26.1093384	34.47215545	14.95492645	16.95977206
Migut.H01663	108.4356411	16.74342827	202.6296957	180.4734636
Migut.J01354	37.36536428	2463.198393	211.8392634	214.8304895
Migut.J00049	313.8716557	101.0632936	417.8293019	457.4655502
Migut.E00740	1759.757687	4666.796249	1204.254211	1236.029828
Migut.D00663	5170.137869	3416.75736	4061.195898	4040.342974
Migut.K01392	645.9278077	153.3642395	1432.687472	1419.146482
Migut.F01974	667.3663491	574.8100398	442.7021649	479.3072264
Migut.B00846	138.8141239	154.1778269	125.9482263	112.0769199
Migut.N00334	214.0055985	116.1964311	230.8168296	231.7254552
Migut.F01737	173.6336936	231.9004305	152.9401047	149.3164501
Migut.H02432	201.5964481	178.9513528	105.8039087	110.7049039
Migut.J01492	185.7010815	126.9422087	97.35636875	104.5166861
Migut.L02017	48.52644712	40.51593728	22.29494121	21.23237596
Migut.K01413	212.0346438	221.0421919	103.3198123	108.0655608
Migut.N02716	531.3801493	468.0656965	393.6292374	424.0179588
Migut.D00325	272.8201998	225.2428239	211.0493359	225.109735
Migut.B00673	102.7843644	90.46824288	37.15797757	33.83157315
Migut.D00511	11.03201547	8.060729213	12.1361208	15.7405134
Migut.J00931	90.9327677	65.99673806	88.00352309	99.06748254
Migut.J01352	6.005748406	758.8029108	36.96796288	22.24829241
Migut.F01972	161.9269033	168.4156318	118.7949028	103.5011162
Migut.G00696	694.64082	674.44049	544.1446444	543.5948725
Migut.B00568	13.9288876	8.319061846	19.09990286	20.73006
Migut.C01223	46.28100741	54.99335446	44.99233915	45.51412728
Migut.L00497	1644.396203	2267.397597	1242.984233	1229.821181
Migut.L00610	245.4425802	125.8095791	123.5074596	136.5940324
Migut.H00699	246.6493256	23.21652175	366.0957222	407.3553698
Migut.F01736	75.21599304	65.06920454	39.81941042	34.39404388
Migut.F01515	1705.775458	1617.290996	1361.55211	1316.803296
Migut.D01828	5108.0339	2725.783876	5423.100113	5694.80268
Migut.J01045	114.7774763	78.04933927	88.78777741	92.8880774
Migut.J01045	114.7774763	78.04933927	88.78777741	92.8880774
Migut.L00601	55.62663254	29.41389707	50.11104653	42.2642923
Migut.F01743	60.03819552	54.35330503	47.88333108	39.11252305
Migut.L00349	74.74638226	35.49443741	49.76679502	58.14840835
Migut.H00100	146.5353033	201.2074176	121.5691691	127.7280325
Migut.C00654	786.6188702	930.4600692	877.7214722	918.9007731
Migut.A00915	33.74182373	34.28507391	45.92133908	39.85384709
Migut.A00915	33.74182373	34.28507391	45.92133908	39.85384709
Migut.E00353	28.02682589	50.08014759	5.220013278	3.667300947
Migut.A00172	571.9297524	145.9620932	770.1949868	864.0014801
Migut.N01567	182.9602437	35.07459543	182.7797155	192.7708613
Migut.H00044	45.49354417	46.09785434	44.04103054	44.84713565
Migut.B01841	388.3836566	398.8982313	283.3791721	329.9426446
Migut.G00536	10.47333391	33.62776771	6.280145706	7.994188396
Migut.H00185	8.499140738	5.369255333	13.03939828	12.37512686
Migut.H00185	8.499140738	5.369255333	13.03939828	12.37512686
Migut.N01804	31.65374568	8.23554442	42.17174661	46.5480252
Migut.J00483	23.14428849	11.45915753	31.10526195	33.71335519
Migut.D02355	7.056754377	1.361791534	8.471824827	10.32956433
Migut.L00621	52.07051348	190.0487371	9.322757182	21.91864738
Migut.F01733	118.1186387	118.8203008	97.48469325	87.09602844
Migut.J00461	1719.568947	1720.120105	1844.562865	1869.306304
Migut.K00748	14.92480075	12.31086537	20.76095529	24.69315971
Migut.N01157	30.19996975	18.91953622	27.3081162	36.12031341
Migut.N01841	15.30079902	17.54006985	8.471824827	7.503861938
Migut.J01090	26.95035581	14.50321911	13.00668871	13.51286916
Migut.F01931	43.60347422	52.47601945	23.29844843	26.66145505
Migut.H02225	599.6749023	664.5269843	443.9828645	558.6352516
Migut.M01754	117.5090078	33.31965161	236.3357154	218.9421608
Migut.J01035	73.31239722	7.028938944	182.3170717	178.8148289
Migut.A00117	2.199865603	117.368273	4.494345858	6.123903608
Migut.M01515	230.8039141	30.70681562	320.8703653	267.6121184
Migut.H01362	7.369092662	5.087982924	13.59710215	12.78720798
Migut.H00944	1181.383499	1267.702587	789.9978751	803.4028571
Migut.M01443	194.46086	152.6603069	336.0640791	362.4474028
Migut.J00358	65.45833694	18.22526827	107.2599143	103.036206
Migut.N02285	245.3812708	125.4870072	288.0919974	297.1085842
Migut.E00881	77.07141601	50.42540801	84.84094627	88.6048672
Migut.C00451	158.8016852	188.6074593	129.5970161	151.2852482
Migut.A00116	98.93831671	1228.07704	217.406549	167.5989235
Migut.N02144	16.11278671	13.02593169	5.69498208	8.486279694
Migut.D01555	15.70389397	11.68291382	21.49907987	19.35137414
Migut.B00229	33.44390274	12.44870904	15.41719473	23.6253474
Migut.F02027	22.414597	2.680753745	22.10131617	25.75143798
Migut.J01041	10.16983756	1.489657938	26.86812891	19.74174994
Migut.D00875	26.38391662	18.2050369	39.19332654	33.23102599
Migut.N00586	6.084940924	5.085513628	6.993446448	6.23171223
Migut.B00972	186.4381897	120.3015937	123.5271633	141.9054957
Migut.I00069	21.35993185	28.32288193	9.307816866	9.075263825
Migut.F02047	66.77908019	54.75516375	58.26420158	69.74452912
Migut.B00267	8.140258987	3.101698548	11.3368864	9.51381478
Migut.G00996	7.621955045	3.667535243	8.501562908	8.872084215
Migut.D02407	17.01384579	29.33374663	21.18582358	21.98293486
Migut.J00863	7.506269598	11.37289468	8.586482785	4.303818686
Migut.H01576	41.2577177	27.53248236	40.58915076	36.46669156
Migut.G00702	253.2584649	269.5251517	245.4730451	244.2279665
Migut.I00802	131.056828	4.762918482	302.1570675	306.3213498
Migut.G00540	318.1887651	620.8702633	156.9381904	176.4261279
Migut.H01716	192.0111217	216.5861426	147.1792563	137.5000404
Migut.F01692	115.7855301	185.4262671	55.48025925	57.37528286
Migut.C00659	140.8321889	242.2611993	1.691016418	5.904886018
Migut.N01838	8.109194081	6.668754719	5.003524707	6.533534963
Migut.F01429	4.362204744	13.13889902	1.501217216	1.881144721
Migut.B01208	41.54584452	165.2895876	10.2873435	8.765785234
Migut.H02442	21.8369012	25.45192902	32.50375129	32.93891126
Migut.N01183	9.195298101	11.57210143	7.762160289	10.14464205
Migut.H00766	2557.777994	2802.280199	1696.382743	1700.479409
Migut.I00979	2.739835919	2.415142802	8.084578493	6.201035051
Migut.H02417	42.96748754	194.9179267	5.241695097	8.186680982
Migut.N02001	21.5576123	4.694387281	36.0952929	35.61855052
Migut.N00331	1526.46171	1017.12831	1209.874504	1288.901976
Migut.M00591	5.803276706	19.17718743	1.004081123	2.19369756
Migut.J00460	14.16350735	29.96939825	0	1.368463284
Migut.D00530	537.0995397	713.0029537	479.9796374	519.3981662
Migut.L00518	34.59625336	9.261139886	34.71007828	31.01001452
Migut.H00698	31.85478431	47.25333079	26.24706465	26.05658571
Migut.M00300	10.49903057	5.650510682	2.197692713	5.397612606
Migut.B01163	70.85803541	65.78612279	92.68958989	98.24521213
Migut.H01211	17.0242708	21.40730025	6.180956563	3.554037979
Migut.H01211	17.0242708	21.40730025	6.180956563	3.554037979
Migut.H01211	17.0242708	21.40730025	6.180956563	3.554037979
Migut.H01211	17.0242708	21.40730025	6.180956563	3.554037979
Migut.D01916	5.780579908	28.07571961	0.568973131	0.309632097
Migut.B00349	8.737967075	6.763615776	9.252169125	8.484874262
Migut.G00619	33.88718374	15.7250918	42.87687067	39.45387529
Migut.G00810	4.943560772	2.876516686	7.59043279	7.344335558
Migut.F01742	111.5675012	133.428425	47.22767282	54.45723615
Migut.J01094	21.79898992	16.1930473	13.97730758	9.710070615
Migut.A00287	39.32033363	25.6753166	44.8618386	46.92949577
Migut.A00540	12.7680242	2.391104495	16.57750521	13.84436167
Migut.N02078	398.6896862	303.6929567	396.951854	400.6154538
Migut.K01009	28.05837253	25.35835914	35.7588106	31.1086678
Migut.N01160	95.96694434	90.3141636	50.03419167	54.75439762
Migut.J01723	7.664778043	8.137848663	2.143945904	2.355884495
Migut.F01690	144.0169368	181.352437	136.5196841	131.4162477
Migut.O00392	5.607500556	1.705934201	17.05546633	14.9256432
Migut.D01581	46.28676495	29.52578425	36.69939221	27.35242306
Migut.E00510	7.662070598	12.39659124	5.489735118	7.620616274
Migut.L01337	2.247423012	1.698072753	3.369564512	4.91587327
Migut.M00596	1.87602244	20.31292786	1.403369295	1.336485448
Migut.H01000	31.06456812	26.53600799	27.0722408	28.87349777
Migut.N02027	6.018991512	6.771072905	9.948471452	6.452347135
Migut.I00193	425.3403532	488.5589141	421.9677719	444.2132468
Migut.B00361	10.24176271	7.586692302	9.902501504	15.51077871
Migut.E00742	372.4212251	2448.015579	500.4692823	388.8192767
Migut.L00222	406.387331	193.0828116	236.6245313	238.0464691
Migut.H00948	1074.713678	975.722479	977.3310203	1029.194655
Migut.G00993	4.143831439	2.415142802	5.710188774	5.992946626
Migut.E00341	33.32759764	23.56120444	51.9556818	43.04996146
Migut.I00404	25.96319464	29.04434471	10.90005487	8.870663743
Migut.I00824	3.576887994	5.218398232	4.332104305	6.067115408
Migut.B00325	97.63019732	66.85151396	87.72823041	93.56877786
Migut.N03181	46.66167535	214.5454367	35.46260806	28.7907146
Migut.D01915	5.533717654	20.92014047	1.819573222	0
Migut.M00029	8.269595722	2.634608441	17.39845768	18.71712283
Migut.H00669	89.02959721	90.37713164	98.70550415	77.47355885
Migut.I00094	12.86614296	15.59330481	5.013599458	8.500330857
Migut.D01191	10.86534927	7.495771491	14.84146845	12.2634379
Migut.N01748	16.034826	21.5837762	8.793285374	16.31895772
Migut.B00981	1.943217015	5.849323888	3.201457112	1.194830309
Migut.F01130	322.4130046	369.7395525	275.1102191	283.3435445
Migut.D01624	12.38876565	28.09367327	6.401403797	7.620395297
Migut.D01624	12.38876565	28.09367327	6.401403797	7.620395297
Migut.H02114	5.105750282	1.863947891	6.925259684	4.530040091
Migut.C01003	6.33904039	5.763291221	8.292582014	10.45566222
Migut.E00645	9.500659828	7.013855978	15.85412782	16.88357607
Migut.N00733	1.641872271	2.950111777	2.079512254	2.042291405
Migut.K01192	3.318047666	224.1772508	11.08073436	9.708421767
Migut.M01442	12.81877826	20.31836152	8.251324191	11.06233211
Migut.G01124	1.427248445	45.53339081	4.385037672	2.905077613
Migut.B00645	96.33077449	86.43907672	104.0243512	100.1689782
Migut.J01541	17.70147128	9.575762734	24.13509387	29.04164067
Migut.M01873	696.8623511	568.1157619	407.2247186	360.0607242
Migut.F01949	56.85716766	21.14113737	72.94594858	65.44217219
Migut.M00909	4.781343969	2.056852386	3.563265365	6.402720755
Migut.N02167	9.62508042	9.093616197	3.964338765	4.999854652
Migut.N01289	197.5446706	334.4705639	112.698921	114.9106881
Migut.F00377	2.25476421	2.894918645	5.395310296	2.494258557
Migut.F01740	44.02041989	66.53143385	32.78156113	37.5688787
Migut.D01833	522.4538202	396.307422	607.5008428	680.1503815
Migut.D01008	95.91109548	146.0078978	127.5092694	111.2644726
Migut.M01406	1892.309518	1724.215783	1829.411676	1824.3201
Migut.M01517	1020.066357	652.164429	564.3140993	549.4228036
Migut.H00714	2.613774899	0.877098923	2.158392011	3.869221979
Migut.N00049	163.8767448	63.26953769	183.6750443	176.6510656
Migut.A00120	17.11790984	54.81036475	10.21775175	11.14331148
Migut.L00366	1.628859763	1.610497323	5.222047904	3.160033725
Migut.A00283	26.25881442	42.82200469	25.1476725	21.29483399
Migut.D00174	32.06817659	44.6546985	13.35182703	14.08122331
Migut.O00602	6.364124212	5.59322689	11.90179861	5.397411959
Migut.B01433	44.50957166	48.94026856	37.17978421	39.51235235
Migut.J00316	25.94645904	176.6984131	25.40244291	19.17793622
Migut.N00282	16.26152217	36.9135124	18.53641827	11.97880939
Migut.C00740	135.0785364	81.54924805	79.06194794	65.33567176
Migut.K00719	195.2840818	281.7327509	203.4482131	220.7700632
Migut.K00719	195.2840818	281.7327509	203.4482131	220.7700632
Migut.A00706	21.39383364	42.41100767	6.448409274	3.822071677
Migut.M00805	37.50562924	29.45952352	28.94309699	31.45385425
Migut.M00805	37.50562924	29.45952352	28.94309699	31.45385425
Migut.C00135	1.946247879	1.407493459	4.456842355	2.999398315
Migut.I00191	6.133545854	3.03950713	2.685025054	2.933096128
Migut.O00418	4.988700171	3.228520334	7.148627039	6.692538613
Migut.I00601	8.511183134	4.555112265	5.70164698	5.817760141
Migut.N01139	33.60748471	40.48327443	22.38284095	20.34348935
Migut.N02921	271.2053739	295.1153936	284.3651776	239.2962122
Migut.A00266	83.62051883	92.55719589	51.57415063	61.27361731
Migut.A01025	160.0395712	38.74417005	459.0984735	443.9796971
Migut.I00556	91.66699187	35.82461823	117.506439	122.7602797
Migut.E00512	6.896844597	10.71396576	0.497994592	0.569112516
Migut.F01256	19.96320483	16.86391828	20.12810917	16.42328075
Migut.G00707	11.6041504	9.123039424	10.59703622	7.730032605
Migut.M01777	49.27465225	36.41079826	38.34129345	35.86128481
Migut.J01087	5.685441824	6.249461926	1.454757799	1.548415955
Migut.D00867	49.22972896	49.07651289	23.29844843	21.83018467
Migut.D00867	49.22972896	49.07651289	23.29844843	21.83018467
Migut.M01927	39.77640272	19.82644788	63.82188894	82.36238152
Migut.F00959	27.83518825	20.9489945	33.79604087	30.85536653
Migut.C00965	211.7155812	245.414628	225.3385066	223.6274276
Migut.N00652	145.0983523	222.4384138	182.5590037	172.3898011
Migut.L01042	28.23645886	25.70075543	21.56968977	23.12961903
Migut.H02476	119.7299022	67.65908527	106.8547679	111.268693
Migut.D00351	20.60589942	15.66386275	12.15418051	6.536424629
Migut.N01522	174.2828934	107.6243783	100.3262725	132.0196382
Migut.M00343	4.251248572	4.592899773	0	0.052763162
Migut.L01156	5.298172887	18.41392996	5.018500338	9.619915818
Migut.H00438	2.517103124	9.182451951	1.543388001	3.653579753
Migut.M01611	4.184316398	2.206477769	3.539996047	3.459999624
Migut.D01989	31.04793978	18.24401854	37.5969317	30.95790579
Migut.A00789	4329.045869	2653.877451	2272.153559	2253.270176
Migut.M01741	7.859917491	0.901021585	6.208332577	10.08593847
Migut.G00012	3.877415872	1.672889471	11.86577622	13.18363612
Migut.M01086	1.470498398	1.499154298	2.723845975	1.596325476
Migut.F00257	156.4259171	121.9268233	176.1956125	183.3589023
Migut.J01038	17.79526479	3.074922835	27.82702984	27.93328426
Migut.O00724	2.240959075	3.063678868	3.636552981	3.378767577
Migut.E00343	13.61107663	6.865344956	3.372867436	5.621207089
Migut.M00721	10.48934119	2.123105884	24.45697108	24.8009901
Migut.L00068	87.8233543	88.70857847	89.42934801	93.8340069
Migut.D02204	486.9051273	608.726064	335.5695927	341.6357439
Migut.A00265	1516.20884	541.2076254	1408.977426	1401.830677
Migut.L01705	1.03004251	0.181054337	2.568430597	3.72726939
Migut.E01206	1.977566811	5.214062214	1.706919394	1.85779258
Migut.N02039	4.2706623	4.901433037	0	0
Migut.J00889	26.65082801	18.78342445	37.23834027	40.32340442
Migut.F00961	21.61128885	23.79402516	19.6687554	22.84016567
Migut.F01741	40.20762761	66.16587652	30.55908241	29.45541194
Migut.L01924	2.03726192	2.640965192	0	1.295850947
Migut.L00067	66.71285607	65.24966115	38.39926937	37.68955956
Migut.G01122	5.224707194	0.375695134	5.202703042	4.713050059
Migut.B00872	1.541311333	2.324684926	1.15121564	0.556608108
Migut.E00169	45.6244113	40.21407345	77.72787048	79.74339086
Migut.F01738	5.768878329	14.49447591	2.175853293	1.554114947
Migut.L01966	9.598637892	16.87187672	5.983596556	4.070301051
Migut.B00710	27.13267665	10.91746813	30.97496541	23.51025386
Migut.N00311	151.8877795	51.28038209	158.6849807	165.740488
Migut.I00412	2.184796346	1.808342105	2.984978069	1.716887624
Migut.N01742	2.974041703	3.52861773	1.112374436	2.27005554
Migut.C01105	847.9523974	709.2366054	561.7932322	601.7220607
Migut.C01105	847.9523974	709.2366054	561.7932322	601.7220607
Migut.I00156	6.932349589	81.564979	5.208934502	7.93708705
Migut.E01268	4.436703737	8.919598824	2.074313473	3.104282935
Migut.M01573	111.8079869	163.6959011	118.5661813	128.2555595
Migut.N00852	6.230556173	16.80661102	3.841321246	3.963099707
Migut.G00729	1.628979674	1.2206773	1.557567537	1.047059776
Migut.B01425	24.08991482	69.15126137	7.223055843	5.644150791
Migut.C00909	18.22272701	27.06598665	17.36408097	19.57594024
Migut.I00531	3.293650257	1.157873892	4.106389794	4.916285191
Migut.J00216	38.35154692	27.15737188	29.35822698	28.11833993
Migut.E00515	1.5620101	2.525954075	0.890263293	1.69566762
Migut.D00153	934.4602822	1284.932426	625.1275577	660.868623
Migut.M01432	5.962995621	6.505681276	3.662276612	4.743318815
Migut.H00995	10.05922512	2.946911288	9.406075969	18.48432301
Migut.H00903	5.681894125	7.773877373	2.953927414	2.969430598
Migut.L01830	1.922353901	2.904106403	1.388057731	0.370133015
Migut.J01401	192.1560652	197.8579042	217.9649704	186.2459524
Migut.N01747	6.751505686	7.787960484	5.636721394	5.582801326
Migut.C00294	1.612661385	2.241937697	2.820063634	2.088847347
Migut.M00255	34.63851621	34.85045205	45.49725764	38.29756808
Migut.O00894	4.354937562	0.131225708	4.52093962	5.318526707
Migut.E00107	3.47187574	1.388877351	5.757243397	3.289713711
Migut.D00129	207.640436	154.7103699	292.5871749	289.8585968
Migut.B01430	45.76926262	61.06469016	36.94870874	40.18250535
Migut.B00209	9.19696703	1.823838941	24.10885394	19.75986106
Migut.N00018	20.22786638	7.434281677	18.34129808	20.11842696
Migut.O00137	19.05112368	13.64747361	32.65123059	37.13119571
Migut.B00035	32.42895646	38.49456153	24.56621248	27.89588872
Migut.H01675	3.753426849	5.230903214	3.438088629	2.455673341
Migut.O00237	6.590011337	6.397253255	3.681266194	3.886886251
Migut.B00112	270.0662213	337.164325	222.6056575	251.1406584
Migut.N01036	18.71554949	10.73016422	8.456541121	9.14009104
Migut.H00053	32.18113136	45.79010105	25.07541258	28.96751483
Migut.D01942	0.378268519	0.398937842	2.714162952	1.814864745
Migut.M01384	117.0508249	82.74026688	89.21939073	92.22574924
Migut.H01610	65.6005674	504.9565236	18.82247411	18.29122942
Migut.G00586	5.613599281	1.776101161	3.599387132	7.61742716
Migut.C00295	5.073810825	3.087146343	3.962328015	3.839687033
Migut.D01565	2.684864902	0.838984033	0.425064236	1.113216216
Migut.E00987	2.991356329	5.49170599	0.828778214	2.255083079
Migut.A00062	36.27095911	50.01093014	32.1949266	35.60252707
Migut.A00062	36.27095911	50.01093014	32.1949266	35.60252707
Migut.A00062	36.27095911	50.01093014	32.1949266	35.60252707
Migut.O00565	2.897746842	3.877123185	1.386573177	2.508930666
Migut.N00310	43.63594042	37.83447049	45.31660123	38.62922124
Migut.H01609	1.427248445	53.97346444	0	0.207505544
Migut.J01449	1.717089667	1.259766795	2.393438623	1.747515918
Migut.I00096	0.577695799	2.718246804	0.142466585	1.040188046
Migut.A00356	4.083908916	3.293635339	3.080663574	11.97984976
Migut.D02145	434.5983388	373.2760019	467.195104	477.3873921
Migut.L00433	1.777908623	2.150800663	0.447050317	0.745052233
Migut.N02361	25.33178104	20.28501942	34.77875988	32.19921831
Migut.B00636	11.25778088	9.683593592	8.703015394	10.10297832
Migut.B01539	62.69475285	5.883605183	95.3881378	92.46416738
Migut.F01973	0.931069337	0.035069456	2.523005766	3.519536697
Migut.F00661	3.173391637	1.743120778	0.706510038	0.538270511
Migut.E00993	10.63757092	23.95030775	5.875518458	2.432823617
Migut.L02028	0.945320398	0	3.788316002	5.050873577
Migut.N03278	29.90300295	31.96487078	22.98047953	23.90859444
Migut.N03278	29.90300295	31.96487078	22.98047953	23.90859444
Migut.J01302	1.224499133	1.434897926	0.799676923	2.284694216
Migut.J01302	1.224499133	1.434897926	0.799676923	2.284694216
Migut.M01288	36.25143567	29.3396485	39.16921717	44.19083192
Migut.M01355	29.97221734	59.99440868	14.16285459	15.77042133
Migut.C00292	2.467446464	1.373421603	0.65920979	1.255584392
Migut.L00011	4.057672199	2.794704494	0.176989204	0.168553991
Migut.G00193	4.504898185	6.334739379	6.503344357	7.319470794
Migut.H01059	50.63163858	19.19175976	38.89337762	36.05927587
Migut.H01400	111.6927296	15.43978423	187.6290931	179.8328846
Migut.K01027	7.615464329	7.471244677	0	0
Migut.H00601	10.76391909	6.63141333	14.74873324	22.39738278
Migut.N01357	45.65897524	4.303606735	83.79754996	87.88520024
Migut.D01886	25.53877588	21.40703718	15.2906536	18.28704856
Migut.D01140	2.646897116	5.283965026	0.10102176	0
Migut.D00618	45.39754373	33.02872607	62.78567524	63.44086695
Migut.B01320	506.4443199	1257.887746	739.2683758	673.7758374
Migut.D02122	3.106876188	6.08519212	0	0
Migut.I00095	0.89863791	2.416740119	0.336115609	0
Migut.L00062	1.359284233	0.931812799	0.726300236	2.075055438
Migut.C00460	1.743465166	0	3.415785659	5.175213113
Migut.F02028	34.35400345	27.39758228	34.98586538	34.05405962
Migut.H02151	20.08455728	13.50531243	25.78486886	19.89171199
Migut.G00653	59.22519137	33.51421915	71.32153936	74.46834779
Migut.M01085	0.635321315	3.541621503	2.036810299	0.461842139
Migut.D00871	36.74509185	56.28239609	37.29408737	31.17430399
Migut.M01340	24.29754212	21.87914904	28.38611436	33.89633875
Migut.F01744	94.5429056	196.5500914	74.21035269	68.75767747
Migut.E00828	7.896992574	4.466006989	4.5253301	2.562497706
Migut.K00890	2.214695862	3.114281503	0	0.150262635
Migut.K00890	2.214695862	3.114281503	0	0.150262635
Migut.F00391	9.310787893	4.931594891	10.96709227	17.26696216
Migut.O00628	23.28711687	4.411898796	39.93649502	37.18165428
Migut.D01757	11.69833993	32.06242405	16.20557401	15.94766565
Migut.A00182	12.15096044	9.549966581	10.5452539	8.585500506
Migut.M00364	4.818828373	3.209771668	1.897237933	7.227266257
Migut.C00189	28.01988744	23.11734699	57.78760367	55.24392975
Migut.F01022	2.047529414	3.347086091	0.328214157	1.458667662
Migut.M01372	47.19138936	36.02663675	111.004305	98.89078793
Migut.C00512	6.209848774	9.182337126	3.899599867	3.778900431
Migut.F01739	1.866401812	5.36832441	1.450568862	2.935550455
Migut.K00721	365.2340405	450.6934453	481.5169251	544.5244322
Migut.D01212	3.223158849	27.94962308	0.765429326	0.911186705
Migut.D01265	4.467384068	9.033958988	7.971390458	5.714464325
Migut.F00409	1.698268402	2.338334955	1.613205552	1.776371178
Migut.L00536	8.22366961	10.3932966	11.1123936	6.501840372
Migut.A00652	3.364228477	2.365370951	4.793581555	4.461369191
Migut.H01918	2.442606399	4.465196903	2.436274213	0.994355425
Migut.J00982	10.74514186	18.09508778	7.223055843	19.40176834
